indicator,region,time,Val
Joint Venture Railways (100 million ton-km),Inner Mongolia,2002,72.3
Joint Venture Railways (100 million ton-km),Inner Mongolia,2003,83.7
Joint Venture Railways (100 million ton-km),Inner Mongolia,2004,108.9
Joint Venture Railways (100 million ton-km),Inner Mongolia,2005,124.7175
Joint Venture Railways (100 million ton-km),Inner Mongolia,2006,135.52
Joint Venture Railways (100 million ton-km),Inner Mongolia,2007,187.03666
Joint Venture Railways (100 million ton-km),Inner Mongolia,2008,316.35093
Joint Venture Railways (100 million ton-km),Inner Mongolia,2009,370.46518
Joint Venture Railways (100 million ton-km),Inner Mongolia,2010,206.58697
Joint Venture Railways (100 million ton-km),Inner Mongolia,2011,298.51461
Joint Venture Railways (100 million ton-km),Inner Mongolia,2012,258.28333
Joint Venture Railways (100 million ton-km),Inner Mongolia,2013,278.18006
Joint Venture Railways (100 million ton-km),Inner Mongolia,2014,296.27067
Joint Venture Railways (100 million ton-km),Heilongjiang,1997,
Joint Venture Railways (100 million ton-km),Heilongjiang,1998,
Joint Venture Railways (100 million ton-km),Heilongjiang,1999,
Joint Venture Railways (100 million ton-km),Heilongjiang,2000,
Joint Venture Railways (100 million ton-km),Heilongjiang,2001,
Joint Venture Railways (100 million ton-km),Heilongjiang,2002,
Joint Venture Railways (100 million ton-km),Heilongjiang,2003,
Joint Venture Railways (100 million ton-km),Heilongjiang,2004,
Joint Venture Railways (100 million ton-km),Heilongjiang,2005,
Joint Venture Railways (100 million ton-km),Heilongjiang,2006,0.11
Joint Venture Railways (100 million ton-km),Heilongjiang,2007,0.13041
Joint Venture Railways (100 million ton-km),Heilongjiang,2008,
Joint Venture Railways (100 million ton-km),Heilongjiang,2009,
Joint Venture Railways (100 million ton-km),Heilongjiang,2010,
Joint Venture Railways (100 million ton-km),Heilongjiang,2011,
Joint Venture Railways (100 million ton-km),Heilongjiang,2012,0.50146
Joint Venture Railways (100 million ton-km),Heilongjiang,2013,0.60056
Joint Venture Railways (100 million ton-km),Heilongjiang,2014,0.40172
Joint Venture Railways (100 million ton-km),Shanghai,1997,
Joint Venture Railways (100 million ton-km),Shanghai,1998,
Joint Venture Railways (100 million ton-km),Shanghai,1999,
Joint Venture Railways (100 million ton-km),Shanghai,2000,
Joint Venture Railways (100 million ton-km),Shanghai,2001,
Joint Venture Railways (100 million ton-km),Shanghai,2002,
Joint Venture Railways (100 million ton-km),Shanghai,2003,
Joint Venture Railways (100 million ton-km),Shanghai,2004,
Joint Venture Railways (100 million ton-km),Shanghai,2005,
Joint Venture Railways (100 million ton-km),Shanghai,2006,0.05
Joint Venture Railways (100 million ton-km),Shanghai,2007,0.13684
Joint Venture Railways (100 million ton-km),Shanghai,2008,
Joint Venture Railways (100 million ton-km),Shanghai,2009,
Joint Venture Railways (100 million ton-km),Shanghai,2010,
Joint Venture Railways (100 million ton-km),Shanghai,2011,
Joint Venture Railways (100 million ton-km),Shanghai,2012,
Joint Venture Railways (100 million ton-km),Shanghai,2013,
Joint Venture Railways (100 million ton-km),Shanghai,2014,
Joint Venture Railways (100 million ton-km),Jiangsu,1997,
Joint Venture Railways (100 million ton-km),Jiangsu,1998,
Joint Venture Railways (100 million ton-km),Jiangsu,1999,
Joint Venture Railways (100 million ton-km),Jiangsu,2000,
Joint Venture Railways (100 million ton-km),Jiangsu,2001,
Joint Venture Railways (100 million ton-km),Jiangsu,2002,
Joint Venture Railways (100 million ton-km),Jiangsu,2003,
Joint Venture Railways (100 million ton-km),Jiangsu,2004,0.2
Joint Venture Railways (100 million ton-km),Jiangsu,2005,26.17528
Joint Venture Railways (100 million ton-km),Jiangsu,2006,44.33706
Joint Venture Railways (100 million ton-km),Jiangsu,2007,64.29062
Joint Venture Railways (100 million ton-km),Jiangsu,2008,
Joint Venture Railways (100 million ton-km),Jiangsu,2009,
Joint Venture Railways (100 million ton-km),Jiangsu,2010,
Joint Venture Railways (100 million ton-km),Jiangsu,2011,
Joint Venture Railways (100 million ton-km),Jiangsu,2012,
Joint Venture Railways (100 million ton-km),Jiangsu,2013,
Joint Venture Railways (100 million ton-km),Jiangsu,2014,
Joint Venture Railways (100 million ton-km),Zhejiang,1997,
Joint Venture Railways (100 million ton-km),Zhejiang,1998,
Joint Venture Railways (100 million ton-km),Zhejiang,1999,0.5
Joint Venture Railways (100 million ton-km),Zhejiang,2000,19.4
Joint Venture Railways (100 million ton-km),Zhejiang,2001,30.42
Joint Venture Railways (100 million ton-km),Zhejiang,2002,34.7
Joint Venture Railways (100 million ton-km),Zhejiang,2003,40.5
Joint Venture Railways (100 million ton-km),Zhejiang,2004,45.5
Joint Venture Railways (100 million ton-km),Zhejiang,2005,44.17406
Joint Venture Railways (100 million ton-km),Zhejiang,2006,49.15
Joint Venture Railways (100 million ton-km),Zhejiang,2007,52.38307
Joint Venture Railways (100 million ton-km),Zhejiang,2008,21.917
Joint Venture Railways (100 million ton-km),Zhejiang,2009,17.61049
Joint Venture Railways (100 million ton-km),Zhejiang,2010,21.35453
Joint Venture Railways (100 million ton-km),Zhejiang,2011,25.43765
Joint Venture Railways (100 million ton-km),Zhejiang,2012,25.60448
Joint Venture Railways (100 million ton-km),Zhejiang,2013,24.82674
Joint Venture Railways (100 million ton-km),Zhejiang,2014,25.88142
Joint Venture Railways (100 million ton-km),Anhui,1997,
Joint Venture Railways (100 million ton-km),Anhui,1998,
Joint Venture Railways (100 million ton-km),Anhui,1999,8.3
Joint Venture Railways (100 million ton-km),Anhui,2000,8.8
Joint Venture Railways (100 million ton-km),Anhui,2001,8.54
Joint Venture Railways (100 million ton-km),Anhui,2002,8.7
Joint Venture Railways (100 million ton-km),Anhui,2003,8.3
Joint Venture Railways (100 million ton-km),Anhui,2004,15.4
Joint Venture Railways (100 million ton-km),Anhui,2005,17.8747
Joint Venture Railways (100 million ton-km),Anhui,2006,16.3
Joint Venture Railways (100 million ton-km),Anhui,2007,20.08343
Joint Venture Railways (100 million ton-km),Anhui,2008,
Joint Venture Railways (100 million ton-km),Anhui,2009,
Joint Venture Railways (100 million ton-km),Anhui,2010,
Joint Venture Railways (100 million ton-km),Anhui,2011,
Joint Venture Railways (100 million ton-km),Anhui,2012,
Joint Venture Railways (100 million ton-km),Anhui,2013,
Joint Venture Railways (100 million ton-km),Anhui,2014,
Joint Venture Railways (100 million ton-km),Fujian,1997,
Joint Venture Railways (100 million ton-km),Fujian,1998,
Joint Venture Railways (100 million ton-km),Fujian,1999,12.2
Joint Venture Railways (100 million ton-km),Fujian,2000,23.7
Joint Venture Railways (100 million ton-km),Fujian,2001,23.48
Joint Venture Railways (100 million ton-km),Fujian,2002,21.1
Joint Venture Railways (100 million ton-km),Fujian,2003,28.2
Joint Venture Railways (100 million ton-km),Fujian,2004,40.4
Joint Venture Railways (100 million ton-km),Fujian,2005,36.34392
Joint Venture Railways (100 million ton-km),Fujian,2006,34.9
Joint Venture Railways (100 million ton-km),Fujian,2007,36.24279
Joint Venture Railways (100 million ton-km),Fujian,2008,
Joint Venture Railways (100 million ton-km),Fujian,2009,
Joint Venture Railways (100 million ton-km),Fujian,2010,
Joint Venture Railways (100 million ton-km),Fujian,2011,
Joint Venture Railways (100 million ton-km),Fujian,2012,
Joint Venture Railways (100 million ton-km),Fujian,2013,
Joint Venture Railways (100 million ton-km),Fujian,2014,
Joint Venture Railways (100 million ton-km),Jiangxi,1997,
Joint Venture Railways (100 million ton-km),Jiangxi,1998,
Joint Venture Railways (100 million ton-km),Jiangxi,1999,0.7
Joint Venture Railways (100 million ton-km),Jiangxi,2000,2.7
Joint Venture Railways (100 million ton-km),Jiangxi,2001,2.58
Joint Venture Railways (100 million ton-km),Jiangxi,2002,2.1
Joint Venture Railways (100 million ton-km),Jiangxi,2003,2.9
Joint Venture Railways (100 million ton-km),Jiangxi,2004,1.4
Joint Venture Railways (100 million ton-km),Jiangxi,2005,2.11595
Joint Venture Railways (100 million ton-km),Jiangxi,2006,2.74
Joint Venture Railways (100 million ton-km),Jiangxi,2007,2.5862
Joint Venture Railways (100 million ton-km),Jiangxi,2008,
Joint Venture Railways (100 million ton-km),Jiangxi,2009,
Joint Venture Railways (100 million ton-km),Jiangxi,2010,
Joint Venture Railways (100 million ton-km),Jiangxi,2011,
Joint Venture Railways (100 million ton-km),Jiangxi,2012,
Joint Venture Railways (100 million ton-km),Jiangxi,2013,
Joint Venture Railways (100 million ton-km),Jiangxi,2014,
Joint Venture Railways (100 million ton-km),Shandong,1997,
Joint Venture Railways (100 million ton-km),Shandong,1998,
Joint Venture Railways (100 million ton-km),Shandong,1999,
Joint Venture Railways (100 million ton-km),Shandong,2000,
Joint Venture Railways (100 million ton-km),Shandong,2001,
Joint Venture Railways (100 million ton-km),Shandong,2002,26.7
Joint Venture Railways (100 million ton-km),Shandong,2003,38.6
Joint Venture Railways (100 million ton-km),Shandong,2004,35.2
Joint Venture Railways (100 million ton-km),Shandong,2005,38.39485
Joint Venture Railways (100 million ton-km),Shandong,2006,43.54551
Joint Venture Railways (100 million ton-km),Shandong,2007,53.36766
Joint Venture Railways (100 million ton-km),Shandong,2008,
Joint Venture Railways (100 million ton-km),Shandong,2009,
Joint Venture Railways (100 million ton-km),Shandong,2010,
Joint Venture Railways (100 million ton-km),Shandong,2011,
Joint Venture Railways (100 million ton-km),Shandong,2012,
Joint Venture Railways (100 million ton-km),Shandong,2013,
Joint Venture Railways (100 million ton-km),Shandong,2014,
Joint Venture Railways (100 million ton-km),Henan,1997,
Joint Venture Railways (100 million ton-km),Henan,1998,
Joint Venture Railways (100 million ton-km),Henan,1999,
Joint Venture Railways (100 million ton-km),Henan,2000,
Joint Venture Railways (100 million ton-km),Henan,2001,
Joint Venture Railways (100 million ton-km),Henan,2002,
Joint Venture Railways (100 million ton-km),Henan,2003,
Joint Venture Railways (100 million ton-km),Henan,2004,
Joint Venture Railways (100 million ton-km),Henan,2005,
Joint Venture Railways (100 million ton-km),Henan,2006,
Joint Venture Railways (100 million ton-km),Henan,2007,
Joint Venture Railways (100 million ton-km),Henan,2008,
Joint Venture Railways (100 million ton-km),Henan,2009,1.20234
Joint Venture Railways (100 million ton-km),Henan,2010,2.9116
Joint Venture Railways (100 million ton-km),Henan,2011,3.2124
Joint Venture Railways (100 million ton-km),Henan,2012,2.91891
Joint Venture Railways (100 million ton-km),Henan,2013,3.14717
Joint Venture Railways (100 million ton-km),Henan,2014,2.44632
Joint Venture Railways (100 million ton-km),Hubei,1997,
Joint Venture Railways (100 million ton-km),Hubei,1998,
Joint Venture Railways (100 million ton-km),Hubei,1999,0.1
Joint Venture Railways (100 million ton-km),Hubei,2000,0.7
Joint Venture Railways (100 million ton-km),Hubei,2001,0.66
Joint Venture Railways (100 million ton-km),Hubei,2002,0.7
Joint Venture Railways (100 million ton-km),Hubei,2003,0.6
Joint Venture Railways (100 million ton-km),Hubei,2004,5.6
Joint Venture Railways (100 million ton-km),Hubei,2005,4.6943
Joint Venture Railways (100 million ton-km),Hubei,2006,6.8
Joint Venture Railways (100 million ton-km),Hubei,2007,5.7264
Joint Venture Railways (100 million ton-km),Hubei,2008,5.91453
Joint Venture Railways (100 million ton-km),Hubei,2009,7.7937
Joint Venture Railways (100 million ton-km),Hubei,2010,4.46763
Joint Venture Railways (100 million ton-km),Hubei,2011,
Joint Venture Railways (100 million ton-km),Hubei,2012,
Joint Venture Railways (100 million ton-km),Hubei,2013,
Joint Venture Railways (100 million ton-km),Hubei,2014,
Joint Venture Railways (100 million ton-km),Hunan,1997,
Joint Venture Railways (100 million ton-km),Hunan,1998,
Joint Venture Railways (100 million ton-km),Hunan,1999,
Joint Venture Railways (100 million ton-km),Hunan,2000,
Joint Venture Railways (100 million ton-km),Hunan,2001,
Joint Venture Railways (100 million ton-km),Hunan,2002,15.4
Joint Venture Railways (100 million ton-km),Hunan,2003,24.6
Joint Venture Railways (100 million ton-km),Hunan,2004,29.1
Joint Venture Railways (100 million ton-km),Hunan,2005,29.66192
Joint Venture Railways (100 million ton-km),Hunan,2006,31.76
Joint Venture Railways (100 million ton-km),Hunan,2007,31.17035
Joint Venture Railways (100 million ton-km),Hunan,2008,
Joint Venture Railways (100 million ton-km),Hunan,2009,
Joint Venture Railways (100 million ton-km),Hunan,2010,
Joint Venture Railways (100 million ton-km),Hunan,2011,
Joint Venture Railways (100 million ton-km),Hunan,2012,
Joint Venture Railways (100 million ton-km),Hunan,2013,
Joint Venture Railways (100 million ton-km),Hunan,2014,
Joint Venture Railways (100 million ton-km),Guangdong,1997,
Joint Venture Railways (100 million ton-km),Guangdong,1998,
Joint Venture Railways (100 million ton-km),Guangdong,1999,77.3
Joint Venture Railways (100 million ton-km),Guangdong,2000,326.7
Joint Venture Railways (100 million ton-km),Guangdong,2001,79.74
Joint Venture Railways (100 million ton-km),Guangdong,2002,72.3
Joint Venture Railways (100 million ton-km),Guangdong,2003,80.8
Joint Venture Railways (100 million ton-km),Guangdong,2004,112
Joint Venture Railways (100 million ton-km),Guangdong,2005,112.37541
Joint Venture Railways (100 million ton-km),Guangdong,2006,124.94279
Joint Venture Railways (100 million ton-km),Guangdong,2007,132.35082
Joint Venture Railways (100 million ton-km),Guangdong,2008,1.64305
Joint Venture Railways (100 million ton-km),Guangdong,2009,1.83164
Joint Venture Railways (100 million ton-km),Guangdong,2010,1.52901
Joint Venture Railways (100 million ton-km),Guangdong,2011,1.52181
Joint Venture Railways (100 million ton-km),Guangdong,2012,1.40938
Joint Venture Railways (100 million ton-km),Guangdong,2013,3.29991
Joint Venture Railways (100 million ton-km),Guangdong,2014,7.13088
Joint Venture Railways (100 million ton-km),Guangxi,1997,
Joint Venture Railways (100 million ton-km),Guangxi,1998,
Joint Venture Railways (100 million ton-km),Guangxi,1999,14.9
Joint Venture Railways (100 million ton-km),Guangxi,2000,13.5
Joint Venture Railways (100 million ton-km),Guangxi,2001,12.33
Joint Venture Railways (100 million ton-km),Guangxi,2002,14.7
Joint Venture Railways (100 million ton-km),Guangxi,2003,24.4
Joint Venture Railways (100 million ton-km),Guangxi,2004,28.2
Joint Venture Railways (100 million ton-km),Guangxi,2005,33.82328
Joint Venture Railways (100 million ton-km),Guangxi,2006,43.86
Joint Venture Railways (100 million ton-km),Guangxi,2007,53.18592
Joint Venture Railways (100 million ton-km),Guangxi,2008,53.36937
Joint Venture Railways (100 million ton-km),Guangxi,2009,62.48559
Joint Venture Railways (100 million ton-km),Guangxi,2010,67.78864
Joint Venture Railways (100 million ton-km),Guangxi,2011,
Joint Venture Railways (100 million ton-km),Guangxi,2012,
Joint Venture Railways (100 million ton-km),Guangxi,2013,
Joint Venture Railways (100 million ton-km),Guangxi,2014,
Joint Venture Railways (100 million ton-km),Hainan,1997,
Joint Venture Railways (100 million ton-km),Hainan,1998,
Joint Venture Railways (100 million ton-km),Hainan,1999,
Joint Venture Railways (100 million ton-km),Hainan,2000,
Joint Venture Railways (100 million ton-km),Hainan,2001,
Joint Venture Railways (100 million ton-km),Hainan,2002,
Joint Venture Railways (100 million ton-km),Hainan,2003,
Joint Venture Railways (100 million ton-km),Hainan,2004,0.4
Joint Venture Railways (100 million ton-km),Hainan,2005,3.18664
Joint Venture Railways (100 million ton-km),Hainan,2006,6.14
Joint Venture Railways (100 million ton-km),Hainan,2007,6.39488
Joint Venture Railways (100 million ton-km),Hainan,2008,
Joint Venture Railways (100 million ton-km),Hainan,2009,
Joint Venture Railways (100 million ton-km),Hainan,2010,
Joint Venture Railways (100 million ton-km),Hainan,2011,
Joint Venture Railways (100 million ton-km),Hainan,2012,
Joint Venture Railways (100 million ton-km),Hainan,2013,
Joint Venture Railways (100 million ton-km),Hainan,2014,
Joint Venture Railways (100 million ton-km),Chongqing,1997,
Joint Venture Railways (100 million ton-km),Chongqing,1998,
Joint Venture Railways (100 million ton-km),Chongqing,1999,
Joint Venture Railways (100 million ton-km),Chongqing,2000,
Joint Venture Railways (100 million ton-km),Chongqing,2001,
Joint Venture Railways (100 million ton-km),Chongqing,2002,
Joint Venture Railways (100 million ton-km),Chongqing,2003,0.2
Joint Venture Railways (100 million ton-km),Chongqing,2004,0.4
Joint Venture Railways (100 million ton-km),Chongqing,2005,0.64174
Joint Venture Railways (100 million ton-km),Chongqing,2006,2.1
Joint Venture Railways (100 million ton-km),Chongqing,2007,2.90957
Joint Venture Railways (100 million ton-km),Chongqing,2008,
Joint Venture Railways (100 million ton-km),Chongqing,2009,
Joint Venture Railways (100 million ton-km),Chongqing,2010,
Joint Venture Railways (100 million ton-km),Chongqing,2011,
Joint Venture Railways (100 million ton-km),Chongqing,2012,
Joint Venture Railways (100 million ton-km),Chongqing,2013,
Joint Venture Railways (100 million ton-km),Chongqing,2014,
Joint Venture Railways (100 million ton-km),Sichuan,1997,
Joint Venture Railways (100 million ton-km),Sichuan,1998,
Joint Venture Railways (100 million ton-km),Sichuan,1999,14.7
Joint Venture Railways (100 million ton-km),Sichuan,2000,15
Joint Venture Railways (100 million ton-km),Sichuan,2001,10.32
Joint Venture Railways (100 million ton-km),Sichuan,2002,8
Joint Venture Railways (100 million ton-km),Sichuan,2003,9.4
Joint Venture Railways (100 million ton-km),Sichuan,2004,10.3
Joint Venture Railways (100 million ton-km),Sichuan,2005,7.87566
Joint Venture Railways (100 million ton-km),Sichuan,2006,12.8
Joint Venture Railways (100 million ton-km),Sichuan,2007,14.99311
Joint Venture Railways (100 million ton-km),Sichuan,2008,
Joint Venture Railways (100 million ton-km),Sichuan,2009,
Joint Venture Railways (100 million ton-km),Sichuan,2010,
Joint Venture Railways (100 million ton-km),Sichuan,2011,
Joint Venture Railways (100 million ton-km),Sichuan,2012,
Joint Venture Railways (100 million ton-km),Sichuan,2013,
Joint Venture Railways (100 million ton-km),Sichuan,2014,
Joint Venture Railways (100 million ton-km),Guizhou,1997,
Joint Venture Railways (100 million ton-km),Guizhou,1998,
Joint Venture Railways (100 million ton-km),Guizhou,1999,
Joint Venture Railways (100 million ton-km),Guizhou,2000,
Joint Venture Railways (100 million ton-km),Guizhou,2001,
Joint Venture Railways (100 million ton-km),Guizhou,2002,0.1
Joint Venture Railways (100 million ton-km),Guizhou,2003,1.9
Joint Venture Railways (100 million ton-km),Guizhou,2004,4
Joint Venture Railways (100 million ton-km),Guizhou,2005,7.54546
Joint Venture Railways (100 million ton-km),Guizhou,2006,8.43
Joint Venture Railways (100 million ton-km),Guizhou,2007,10.33958
Joint Venture Railways (100 million ton-km),Guizhou,2008,
Joint Venture Railways (100 million ton-km),Guizhou,2009,
Joint Venture Railways (100 million ton-km),Guizhou,2010,
Joint Venture Railways (100 million ton-km),Guizhou,2011,
Joint Venture Railways (100 million ton-km),Guizhou,2012,
Joint Venture Railways (100 million ton-km),Guizhou,2013,
Joint Venture Railways (100 million ton-km),Guizhou,2014,
Joint Venture Railways (100 million ton-km),Yunnan,1997,
Joint Venture Railways (100 million ton-km),Yunnan,1998,
Joint Venture Railways (100 million ton-km),Yunnan,1999,1.1
Joint Venture Railways (100 million ton-km),Yunnan,2000,2.8
Joint Venture Railways (100 million ton-km),Yunnan,2001,4.04
Joint Venture Railways (100 million ton-km),Yunnan,2002,4.5
Joint Venture Railways (100 million ton-km),Yunnan,2003,5.5
Joint Venture Railways (100 million ton-km),Yunnan,2004,6.4
Joint Venture Railways (100 million ton-km),Yunnan,2005,6.74342
Joint Venture Railways (100 million ton-km),Yunnan,2006,7.94
Joint Venture Railways (100 million ton-km),Yunnan,2007,9.42708
Joint Venture Railways (100 million ton-km),Yunnan,2008,
Joint Venture Railways (100 million ton-km),Yunnan,2009,
Joint Venture Railways (100 million ton-km),Yunnan,2010,
Joint Venture Railways (100 million ton-km),Yunnan,2011,
Joint Venture Railways (100 million ton-km),Yunnan,2012,
Joint Venture Railways (100 million ton-km),Yunnan,2013,
Joint Venture Railways (100 million ton-km),Yunnan,2014,
Joint Venture Railways (100 million ton-km),Shaanxi,1997,
Joint Venture Railways (100 million ton-km),Shaanxi,1998,
Joint Venture Railways (100 million ton-km),Shaanxi,1999,8.5
Joint Venture Railways (100 million ton-km),Shaanxi,2000,10.6
Joint Venture Railways (100 million ton-km),Shaanxi,2001,11.59
Joint Venture Railways (100 million ton-km),Shaanxi,2002,19.8
Joint Venture Railways (100 million ton-km),Shaanxi,2003,34.6
Joint Venture Railways (100 million ton-km),Shaanxi,2004,52.8
Joint Venture Railways (100 million ton-km),Shaanxi,2005,53.66659
Joint Venture Railways (100 million ton-km),Shaanxi,2006,58.34
Joint Venture Railways (100 million ton-km),Shaanxi,2007,69.46949
Joint Venture Railways (100 million ton-km),Shaanxi,2008,139.4174
Joint Venture Railways (100 million ton-km),Shaanxi,2009,156.7469
Joint Venture Railways (100 million ton-km),Shaanxi,2010,171.30545
Joint Venture Railways (100 million ton-km),Shaanxi,2011,181.43432
Joint Venture Railways (100 million ton-km),Shaanxi,2012,196.02233
Joint Venture Railways (100 million ton-km),Shaanxi,2013,226.47193
Joint Venture Railways (100 million ton-km),Shaanxi,2014,236.57489
Joint Venture Railways (100 million ton-km),Gansu,1997,
Joint Venture Railways (100 million ton-km),Gansu,1998,
Joint Venture Railways (100 million ton-km),Gansu,1999,
Joint Venture Railways (100 million ton-km),Gansu,2000,
Joint Venture Railways (100 million ton-km),Gansu,2001,
Joint Venture Railways (100 million ton-km),Gansu,2002,
Joint Venture Railways (100 million ton-km),Gansu,2003,
Joint Venture Railways (100 million ton-km),Gansu,2004,
Joint Venture Railways (100 million ton-km),Gansu,2005,
Joint Venture Railways (100 million ton-km),Gansu,2006,
Joint Venture Railways (100 million ton-km),Gansu,2007,0.05518
Joint Venture Railways (100 million ton-km),Gansu,2008,
Joint Venture Railways (100 million ton-km),Gansu,2009,
Joint Venture Railways (100 million ton-km),Gansu,2010,
Joint Venture Railways (100 million ton-km),Gansu,2011,
Joint Venture Railways (100 million ton-km),Gansu,2012,
Joint Venture Railways (100 million ton-km),Gansu,2013,
Joint Venture Railways (100 million ton-km),Gansu,2014,
Joint Venture Railways (100 million ton-km),Xinjiang,1997,
Joint Venture Railways (100 million ton-km),Xinjiang,1998,
Joint Venture Railways (100 million ton-km),Xinjiang,1999,22.3
Joint Venture Railways (100 million ton-km),Xinjiang,2000,25.4
Joint Venture Railways (100 million ton-km),Xinjiang,2001,11.99
Joint Venture Railways (100 million ton-km),Xinjiang,2002,
Joint Venture Railways (100 million ton-km),Xinjiang,2003,
Joint Venture Railways (100 million ton-km),Xinjiang,2004,
Joint Venture Railways (100 million ton-km),Xinjiang,2005,
Joint Venture Railways (100 million ton-km),Xinjiang,2006,
Joint Venture Railways (100 million ton-km),Xinjiang,2007,
Joint Venture Railways (100 million ton-km),Xinjiang,2008,
Joint Venture Railways (100 million ton-km),Xinjiang,2009,
Joint Venture Railways (100 million ton-km),Xinjiang,2010,
Joint Venture Railways (100 million ton-km),Xinjiang,2011,
Joint Venture Railways (100 million ton-km),Xinjiang,2012,
Joint Venture Railways (100 million ton-km),Xinjiang,2013,
Joint Venture Railways (100 million ton-km),Xinjiang,2014,
