indicator,region,time,Val
National Railways (100 million ton-km),Qinghai,2000,50
National Railways (100 million ton-km),Qinghai,2001,59.03
National Railways (100 million ton-km),Qinghai,2002,68.5
National Railways (100 million ton-km),Qinghai,2003,81.4
National Railways (100 million ton-km),Qinghai,2004,91.9
National Railways (100 million ton-km),Qinghai,2005,98.78657
National Railways (100 million ton-km),Qinghai,2006,92.77
National Railways (100 million ton-km),Qinghai,2007,120.74317
National Railways (100 million ton-km),Qinghai,2008,149.05733
National Railways (100 million ton-km),Qinghai,2009,165.48973
National Railways (100 million ton-km),Qinghai,2010,192.20237
National Railways (100 million ton-km),Qinghai,2011,228.33976
National Railways (100 million ton-km),Qinghai,2012,246.61992
National Railways (100 million ton-km),Qinghai,2013,249.18376
National Railways (100 million ton-km),Qinghai,2014,272.57798
National Railways (100 million ton-km),Ningxia,1997,112.3
National Railways (100 million ton-km),Ningxia,1998,119.6
National Railways (100 million ton-km),Ningxia,1999,133
National Railways (100 million ton-km),Ningxia,2000,147.1
National Railways (100 million ton-km),Ningxia,2001,163.4
National Railways (100 million ton-km),Ningxia,2002,177.7
National Railways (100 million ton-km),Ningxia,2003,179.3
National Railways (100 million ton-km),Ningxia,2004,175.2
National Railways (100 million ton-km),Ningxia,2005,184.37477
National Railways (100 million ton-km),Ningxia,2006,201.13
National Railways (100 million ton-km),Ningxia,2007,206.73769
National Railways (100 million ton-km),Ningxia,2008,217.88767
National Railways (100 million ton-km),Ningxia,2009,238.29363
National Railways (100 million ton-km),Ningxia,2010,261.00601
National Railways (100 million ton-km),Ningxia,2011,302.98676
National Railways (100 million ton-km),Ningxia,2012,341.7607
National Railways (100 million ton-km),Ningxia,2013,339.70664
National Railways (100 million ton-km),Ningxia,2014,285.32537
National Railways (100 million ton-km),Xinjiang,1997,196.2
National Railways (100 million ton-km),Xinjiang,1998,189.8
National Railways (100 million ton-km),Xinjiang,1999,215.7
National Railways (100 million ton-km),Xinjiang,2000,254.7
National Railways (100 million ton-km),Xinjiang,2001,306.67
National Railways (100 million ton-km),Xinjiang,2002,340.6
National Railways (100 million ton-km),Xinjiang,2003,382.7
National Railways (100 million ton-km),Xinjiang,2004,446.3
National Railways (100 million ton-km),Xinjiang,2005,494.17797
National Railways (100 million ton-km),Xinjiang,2006,561.3
National Railways (100 million ton-km),Xinjiang,2007,589.82543
National Railways (100 million ton-km),Xinjiang,2008,661.10363
National Railways (100 million ton-km),Xinjiang,2009,655.03486
National Railways (100 million ton-km),Xinjiang,2010,705.85497
National Railways (100 million ton-km),Xinjiang,2011,742.34726
National Railways (100 million ton-km),Xinjiang,2012,790.68366
National Railways (100 million ton-km),Xinjiang,2013,868.24487
National Railways (100 million ton-km),Xinjiang,2014,843.59587
Local Railways (100 million ton-km),Beijing,1997,0.08
Local Railways (100 million ton-km),Beijing,1998,0
Local Railways (100 million ton-km),Beijing,1999,0.1
Local Railways (100 million ton-km),Beijing,2000,0.1
Local Railways (100 million ton-km),Beijing,2001,0.1518
Local Railways (100 million ton-km),Beijing,2002,0.1
Local Railways (100 million ton-km),Beijing,2003,0.2
Local Railways (100 million ton-km),Beijing,2004,0.2
Local Railways (100 million ton-km),Beijing,2005,0.1411
Local Railways (100 million ton-km),Beijing,2006,0.1608
Local Railways (100 million ton-km),Beijing,2007,0.12978
Local Railways (100 million ton-km),Beijing,2008,0.16775
Local Railways (100 million ton-km),Beijing,2009,0.13172
Local Railways (100 million ton-km),Beijing,2010,
Local Railways (100 million ton-km),Beijing,2011,
Local Railways (100 million ton-km),Beijing,2012,
Local Railways (100 million ton-km),Beijing,2013,
Local Railways (100 million ton-km),Beijing,2014,0.00318
Local Railways (100 million ton-km),Tianjin,1997,3.62
Local Railways (100 million ton-km),Tianjin,1998,3.5
Local Railways (100 million ton-km),Tianjin,1999,2.8
Local Railways (100 million ton-km),Tianjin,2000,5.4
Local Railways (100 million ton-km),Tianjin,2001,8.2818
Local Railways (100 million ton-km),Tianjin,2002,10.2
Local Railways (100 million ton-km),Tianjin,2003,12.4
Local Railways (100 million ton-km),Tianjin,2004,13.1
Local Railways (100 million ton-km),Tianjin,2005,15.2399
Local Railways (100 million ton-km),Tianjin,2006,21.0212
Local Railways (100 million ton-km),Tianjin,2007,32.39915
Local Railways (100 million ton-km),Tianjin,2008,35.03173
Local Railways (100 million ton-km),Tianjin,2009,29.90841
Local Railways (100 million ton-km),Tianjin,2010,
Local Railways (100 million ton-km),Tianjin,2011,
Local Railways (100 million ton-km),Tianjin,2012,
Local Railways (100 million ton-km),Tianjin,2013,
Local Railways (100 million ton-km),Tianjin,2014,
Local Railways (100 million ton-km),Hebei,1997,4.51
Local Railways (100 million ton-km),Hebei,1998,4.3
Local Railways (100 million ton-km),Hebei,1999,4.9
Local Railways (100 million ton-km),Hebei,2000,4.9
Local Railways (100 million ton-km),Hebei,2001,6.25
Local Railways (100 million ton-km),Hebei,2002,7.1
Local Railways (100 million ton-km),Hebei,2003,7.7
Local Railways (100 million ton-km),Hebei,2004,11.8
Local Railways (100 million ton-km),Hebei,2005,15.1994
Local Railways (100 million ton-km),Hebei,2006,4.9614
Local Railways (100 million ton-km),Hebei,2007,5.34509
Local Railways (100 million ton-km),Hebei,2008,7.27023
Local Railways (100 million ton-km),Hebei,2009,7.36718
Local Railways (100 million ton-km),Hebei,2010,11.45563
Local Railways (100 million ton-km),Hebei,2011,13.90439
Local Railways (100 million ton-km),Hebei,2012,15.84268
Local Railways (100 million ton-km),Hebei,2013,14.55553
Local Railways (100 million ton-km),Hebei,2014,13.16582
Local Railways (100 million ton-km),Shanxi,1997,0.94
Local Railways (100 million ton-km),Shanxi,1998,1.2
Local Railways (100 million ton-km),Shanxi,1999,0.1
Local Railways (100 million ton-km),Shanxi,2000,0.1
Local Railways (100 million ton-km),Shanxi,2001,0.234
Local Railways (100 million ton-km),Shanxi,2002,1.1
Local Railways (100 million ton-km),Shanxi,2003,0.8
Local Railways (100 million ton-km),Shanxi,2004,1.5
Local Railways (100 million ton-km),Shanxi,2005,1.1921
Local Railways (100 million ton-km),Shanxi,2006,1.3566
Local Railways (100 million ton-km),Shanxi,2007,1.80103
Local Railways (100 million ton-km),Shanxi,2008,1.80517
Local Railways (100 million ton-km),Shanxi,2009,1.12988
Local Railways (100 million ton-km),Shanxi,2010,1.42419
Local Railways (100 million ton-km),Shanxi,2011,1.70923
Local Railways (100 million ton-km),Shanxi,2012,1.5931
Local Railways (100 million ton-km),Shanxi,2013,2.02556
Local Railways (100 million ton-km),Shanxi,2014,2.23615
Local Railways (100 million ton-km),Inner Mongolia,1997,0.02
Local Railways (100 million ton-km),Inner Mongolia,1998,0
Local Railways (100 million ton-km),Inner Mongolia,1999,
Local Railways (100 million ton-km),Inner Mongolia,2000,
Local Railways (100 million ton-km),Inner Mongolia,2001,1.0667
Local Railways (100 million ton-km),Inner Mongolia,2002,1.5
Local Railways (100 million ton-km),Inner Mongolia,2003,3.3
Local Railways (100 million ton-km),Inner Mongolia,2004,4.7
Local Railways (100 million ton-km),Inner Mongolia,2005,6.6037
Local Railways (100 million ton-km),Inner Mongolia,2006,9.3558
Local Railways (100 million ton-km),Inner Mongolia,2007,11.66079
Local Railways (100 million ton-km),Inner Mongolia,2008,18.86502
Local Railways (100 million ton-km),Inner Mongolia,2009,20.99039
Local Railways (100 million ton-km),Inner Mongolia,2010,20.93164
Local Railways (100 million ton-km),Inner Mongolia,2011,27.74422
Local Railways (100 million ton-km),Inner Mongolia,2012,29.98177
Local Railways (100 million ton-km),Inner Mongolia,2013,35.90946
Local Railways (100 million ton-km),Inner Mongolia,2014,41.55315
Local Railways (100 million ton-km),Liaoning,1997,1.01
Local Railways (100 million ton-km),Liaoning,1998,1
Local Railways (100 million ton-km),Liaoning,1999,1.2
Local Railways (100 million ton-km),Liaoning,2000,1.3
Local Railways (100 million ton-km),Liaoning,2001,1.3866
Local Railways (100 million ton-km),Liaoning,2002,1.7
Local Railways (100 million ton-km),Liaoning,2003,1.7
Local Railways (100 million ton-km),Liaoning,2004,1.9
Local Railways (100 million ton-km),Liaoning,2005,1.9849
Local Railways (100 million ton-km),Liaoning,2006,2.0349
Local Railways (100 million ton-km),Liaoning,2007,2.55743
Local Railways (100 million ton-km),Liaoning,2008,3.20611
Local Railways (100 million ton-km),Liaoning,2009,3.42067
Local Railways (100 million ton-km),Liaoning,2010,3.71347
Local Railways (100 million ton-km),Liaoning,2011,4.79212
Local Railways (100 million ton-km),Liaoning,2012,4.1957
Local Railways (100 million ton-km),Liaoning,2013,4.80608
Local Railways (100 million ton-km),Liaoning,2014,4.4972
Local Railways (100 million ton-km),Jilin,1997,0.45
Local Railways (100 million ton-km),Jilin,1998,0.3
Local Railways (100 million ton-km),Jilin,1999,0.2
Local Railways (100 million ton-km),Jilin,2000,0.3
Local Railways (100 million ton-km),Jilin,2001,0.2507
Local Railways (100 million ton-km),Jilin,2002,0.3
Local Railways (100 million ton-km),Jilin,2003,0.3
Local Railways (100 million ton-km),Jilin,2004,0.5
Local Railways (100 million ton-km),Jilin,2005,0.4563
Local Railways (100 million ton-km),Jilin,2006,0.3524
Local Railways (100 million ton-km),Jilin,2007,0.5098
Local Railways (100 million ton-km),Jilin,2008,1.78998
Local Railways (100 million ton-km),Jilin,2009,1.8122
Local Railways (100 million ton-km),Jilin,2010,1.86305
Local Railways (100 million ton-km),Jilin,2011,2.16122
Local Railways (100 million ton-km),Jilin,2012,2.42288
Local Railways (100 million ton-km),Jilin,2013,1.76153
Local Railways (100 million ton-km),Jilin,2014,1.8481
Local Railways (100 million ton-km),Heilongjiang,1997,3.79
Local Railways (100 million ton-km),Heilongjiang,1998,3.3
Local Railways (100 million ton-km),Heilongjiang,1999,3.8
Local Railways (100 million ton-km),Heilongjiang,2000,4.2
Local Railways (100 million ton-km),Heilongjiang,2001,4.7743
Local Railways (100 million ton-km),Heilongjiang,2002,5
Local Railways (100 million ton-km),Heilongjiang,2003,4.6
Local Railways (100 million ton-km),Heilongjiang,2004,5.1
Local Railways (100 million ton-km),Heilongjiang,2005,6.0783
Local Railways (100 million ton-km),Heilongjiang,2006,6.9329
Local Railways (100 million ton-km),Heilongjiang,2007,8.92596
Local Railways (100 million ton-km),Heilongjiang,2008,9.25927
Local Railways (100 million ton-km),Heilongjiang,2009,8.23253
Local Railways (100 million ton-km),Heilongjiang,2010,9.37936
Local Railways (100 million ton-km),Heilongjiang,2011,8.17046
Local Railways (100 million ton-km),Heilongjiang,2012,7.1182
Local Railways (100 million ton-km),Heilongjiang,2013,7.44212
Local Railways (100 million ton-km),Heilongjiang,2014,4.62
Local Railways (100 million ton-km),Jiangsu,1997,0.15
Local Railways (100 million ton-km),Jiangsu,1998,0.7
Local Railways (100 million ton-km),Jiangsu,1999,1
Local Railways (100 million ton-km),Jiangsu,2000,0.9
Local Railways (100 million ton-km),Jiangsu,2001,1.3033
Local Railways (100 million ton-km),Jiangsu,2002,1.6
Local Railways (100 million ton-km),Jiangsu,2003,6.8
Local Railways (100 million ton-km),Jiangsu,2004,0.6
Local Railways (100 million ton-km),Jiangsu,2005,0.6226
Local Railways (100 million ton-km),Jiangsu,2006,0.7311
Local Railways (100 million ton-km),Jiangsu,2007,0.58469
Local Railways (100 million ton-km),Jiangsu,2008,0.57163
Local Railways (100 million ton-km),Jiangsu,2009,0.53234
Local Railways (100 million ton-km),Jiangsu,2010,0.52491
Local Railways (100 million ton-km),Jiangsu,2011,0.51721
Local Railways (100 million ton-km),Jiangsu,2012,0.53656
Local Railways (100 million ton-km),Jiangsu,2013,0.42141
Local Railways (100 million ton-km),Jiangsu,2014,0.34282
Local Railways (100 million ton-km),Zhejiang,1997,0.03
Local Railways (100 million ton-km),Zhejiang,1998,0
Local Railways (100 million ton-km),Zhejiang,1999,0.1
Local Railways (100 million ton-km),Zhejiang,2000,0.1
Local Railways (100 million ton-km),Zhejiang,2001,0.1029
Local Railways (100 million ton-km),Zhejiang,2002,0.1
Local Railways (100 million ton-km),Zhejiang,2003,0.1
Local Railways (100 million ton-km),Zhejiang,2004,0.1
Local Railways (100 million ton-km),Zhejiang,2005,0.0803
Local Railways (100 million ton-km),Zhejiang,2006,0.1013
Local Railways (100 million ton-km),Zhejiang,2007,0.10126
Local Railways (100 million ton-km),Zhejiang,2008,0.09967
Local Railways (100 million ton-km),Zhejiang,2009,0.07489
Local Railways (100 million ton-km),Zhejiang,2010,0.10423
Local Railways (100 million ton-km),Zhejiang,2011,0.09676
Local Railways (100 million ton-km),Zhejiang,2012,0.11051
Local Railways (100 million ton-km),Zhejiang,2013,0.12189
Local Railways (100 million ton-km),Zhejiang,2014,0.09103
Local Railways (100 million ton-km),Anhui,1997,0.77
Local Railways (100 million ton-km),Anhui,1998,0.7
Local Railways (100 million ton-km),Anhui,1999,0.9
Local Railways (100 million ton-km),Anhui,2000,1.3
Local Railways (100 million ton-km),Anhui,2001,1.5068
Local Railways (100 million ton-km),Anhui,2002,2.3
Local Railways (100 million ton-km),Anhui,2003,3.2
Local Railways (100 million ton-km),Anhui,2004,6.9
Local Railways (100 million ton-km),Anhui,2005,8.1422
Local Railways (100 million ton-km),Anhui,2006,7.9419
Local Railways (100 million ton-km),Anhui,2007,8.69996
Local Railways (100 million ton-km),Anhui,2008,8.04806
Local Railways (100 million ton-km),Anhui,2009,
Local Railways (100 million ton-km),Anhui,2010,
Local Railways (100 million ton-km),Anhui,2011,
Local Railways (100 million ton-km),Anhui,2012,
Local Railways (100 million ton-km),Anhui,2013,
Local Railways (100 million ton-km),Anhui,2014,
Local Railways (100 million ton-km),Jiangxi,1997,0.29
Local Railways (100 million ton-km),Jiangxi,1998,0.3
Local Railways (100 million ton-km),Jiangxi,1999,0.3
Local Railways (100 million ton-km),Jiangxi,2000,0.3
Local Railways (100 million ton-km),Jiangxi,2001,0.2457
Local Railways (100 million ton-km),Jiangxi,2002,7.1
Local Railways (100 million ton-km),Jiangxi,2003,1.4
Local Railways (100 million ton-km),Jiangxi,2004,1.7
Local Railways (100 million ton-km),Jiangxi,2005,1.5948
Local Railways (100 million ton-km),Jiangxi,2006,1.6772
Local Railways (100 million ton-km),Jiangxi,2007,2.40675
Local Railways (100 million ton-km),Jiangxi,2008,1.99822
Local Railways (100 million ton-km),Jiangxi,2009,1.33957
Local Railways (100 million ton-km),Jiangxi,2010,0.96907
Local Railways (100 million ton-km),Jiangxi,2011,0.91677
Local Railways (100 million ton-km),Jiangxi,2012,0.61623
Local Railways (100 million ton-km),Jiangxi,2013,0.50994
Local Railways (100 million ton-km),Jiangxi,2014,0.38954
Local Railways (100 million ton-km),Shandong,1997,4.12
Local Railways (100 million ton-km),Shandong,1998,4.6
Local Railways (100 million ton-km),Shandong,1999,4.5
Local Railways (100 million ton-km),Shandong,2000,4.4
Local Railways (100 million ton-km),Shandong,2001,4.6331
Local Railways (100 million ton-km),Shandong,2002,5.1
Local Railways (100 million ton-km),Shandong,2003,5.3
Local Railways (100 million ton-km),Shandong,2004,7
Local Railways (100 million ton-km),Shandong,2005,7.7258
Local Railways (100 million ton-km),Shandong,2006,8.2192
Local Railways (100 million ton-km),Shandong,2007,10.56719
Local Railways (100 million ton-km),Shandong,2008,15.33938
Local Railways (100 million ton-km),Shandong,2009,18.14953
Local Railways (100 million ton-km),Shandong,2010,27.55575
Local Railways (100 million ton-km),Shandong,2011,34.00796
Local Railways (100 million ton-km),Shandong,2012,27.82374
Local Railways (100 million ton-km),Shandong,2013,37.31576
Local Railways (100 million ton-km),Shandong,2014,20.42183
Local Railways (100 million ton-km),Henan,1997,7.27
Local Railways (100 million ton-km),Henan,1998,6.3
Local Railways (100 million ton-km),Henan,1999,6.5
Local Railways (100 million ton-km),Henan,2000,6.4
Local Railways (100 million ton-km),Henan,2001,7.8577
Local Railways (100 million ton-km),Henan,2002,9.4
Local Railways (100 million ton-km),Henan,2003,10.8
Local Railways (100 million ton-km),Henan,2004,20.6
Local Railways (100 million ton-km),Henan,2005,20.9393
Local Railways (100 million ton-km),Henan,2006,25.3058
Local Railways (100 million ton-km),Henan,2007,28.16385
Local Railways (100 million ton-km),Henan,2008,27.65646
Local Railways (100 million ton-km),Henan,2009,7.9535
Local Railways (100 million ton-km),Henan,2010,7.54048
Local Railways (100 million ton-km),Henan,2011,8.99166
Local Railways (100 million ton-km),Henan,2012,8.70848
Local Railways (100 million ton-km),Henan,2013,9.73618
Local Railways (100 million ton-km),Henan,2014,9.21297
Local Railways (100 million ton-km),Hubei,1997,1.07
Local Railways (100 million ton-km),Hubei,1998,1
Local Railways (100 million ton-km),Hubei,1999,1.2
Local Railways (100 million ton-km),Hubei,2000,1.3
Local Railways (100 million ton-km),Hubei,2001,1.1391
Local Railways (100 million ton-km),Hubei,2002,1.1
Local Railways (100 million ton-km),Hubei,2003,1
Local Railways (100 million ton-km),Hubei,2004,1.4
Local Railways (100 million ton-km),Hubei,2005,1.4256
Local Railways (100 million ton-km),Hubei,2006,1.3382
Local Railways (100 million ton-km),Hubei,2007,1.99403
Local Railways (100 million ton-km),Hubei,2008,2.19283
Local Railways (100 million ton-km),Hubei,2009,1.90588
Local Railways (100 million ton-km),Hubei,2010,1.60583
Local Railways (100 million ton-km),Hubei,2011,1.84087
Local Railways (100 million ton-km),Hubei,2012,1.54476
Local Railways (100 million ton-km),Hubei,2013,1.5463
Local Railways (100 million ton-km),Hubei,2014,1.49606
Local Railways (100 million ton-km),Hunan,1997,0.33
Local Railways (100 million ton-km),Hunan,1998,0.4
Local Railways (100 million ton-km),Hunan,1999,0.4
Local Railways (100 million ton-km),Hunan,2000,0.2
Local Railways (100 million ton-km),Hunan,2001,0.1225
Local Railways (100 million ton-km),Hunan,2002,0.1
Local Railways (100 million ton-km),Hunan,2003,0.1
Local Railways (100 million ton-km),Hunan,2004,0.7
Local Railways (100 million ton-km),Hunan,2005,0.9023
Local Railways (100 million ton-km),Hunan,2006,0.7365
Local Railways (100 million ton-km),Hunan,2007,0.76987
Local Railways (100 million ton-km),Hunan,2008,0.74626
Local Railways (100 million ton-km),Hunan,2009,0.78988
Local Railways (100 million ton-km),Hunan,2010,0.40812
Local Railways (100 million ton-km),Hunan,2011,0.42071
Local Railways (100 million ton-km),Hunan,2012,0.35839
Local Railways (100 million ton-km),Hunan,2013,0.31036
Local Railways (100 million ton-km),Hunan,2014,0.36655
Local Railways (100 million ton-km),Guangdong,1997,2.48
Local Railways (100 million ton-km),Guangdong,1998,2.4
Local Railways (100 million ton-km),Guangdong,1999,2.2
Local Railways (100 million ton-km),Guangdong,2000,2.2
Local Railways (100 million ton-km),Guangdong,2001,2.3505
Local Railways (100 million ton-km),Guangdong,2002,2.3
Local Railways (100 million ton-km),Guangdong,2003,2.3
Local Railways (100 million ton-km),Guangdong,2004,3.4
Local Railways (100 million ton-km),Guangdong,2005,3.066
Local Railways (100 million ton-km),Guangdong,2006,3.016
Local Railways (100 million ton-km),Guangdong,2007,2.76341
Local Railways (100 million ton-km),Guangdong,2008,2.48326
Local Railways (100 million ton-km),Guangdong,2009,2.6027
Local Railways (100 million ton-km),Guangdong,2010,3.46718
Local Railways (100 million ton-km),Guangdong,2011,3.87599
Local Railways (100 million ton-km),Guangdong,2012,3.97181
Local Railways (100 million ton-km),Guangdong,2013,4.83464
Local Railways (100 million ton-km),Guangdong,2014,4.37222
Local Railways (100 million ton-km),Guangxi,1997,16.82
Local Railways (100 million ton-km),Guangxi,1998,17.7
Local Railways (100 million ton-km),Guangxi,1999,4.2
Local Railways (100 million ton-km),Guangxi,2000,6.7
Local Railways (100 million ton-km),Guangxi,2001,9.9439
Local Railways (100 million ton-km),Guangxi,2002,2.7
Local Railways (100 million ton-km),Guangxi,2003,2.6
Local Railways (100 million ton-km),Guangxi,2004,2.6
Local Railways (100 million ton-km),Guangxi,2005,2.7164
Local Railways (100 million ton-km),Guangxi,2006,2.8854
Local Railways (100 million ton-km),Guangxi,2007,2.51207
Local Railways (100 million ton-km),Guangxi,2008,2.05353
Local Railways (100 million ton-km),Guangxi,2009,0.50419
Local Railways (100 million ton-km),Guangxi,2010,
Local Railways (100 million ton-km),Guangxi,2011,
Local Railways (100 million ton-km),Guangxi,2012,
Local Railways (100 million ton-km),Guangxi,2013,
Local Railways (100 million ton-km),Guangxi,2014,
Local Railways (100 million ton-km),Chongqing,1997,
Local Railways (100 million ton-km),Chongqing,1998,0.3
Local Railways (100 million ton-km),Chongqing,1999,0.2
Local Railways (100 million ton-km),Chongqing,2000,0.2
Local Railways (100 million ton-km),Chongqing,2001,0.2858
Local Railways (100 million ton-km),Chongqing,2002,0.4
Local Railways (100 million ton-km),Chongqing,2003,0.4
Local Railways (100 million ton-km),Chongqing,2004,0.4
Local Railways (100 million ton-km),Chongqing,2005,0.3797
Local Railways (100 million ton-km),Chongqing,2006,0.4376
Local Railways (100 million ton-km),Chongqing,2007,0.5448
Local Railways (100 million ton-km),Chongqing,2008,0.40617
Local Railways (100 million ton-km),Chongqing,2009,0.28216
Local Railways (100 million ton-km),Chongqing,2010,0.28907
Local Railways (100 million ton-km),Chongqing,2011,0.33426
Local Railways (100 million ton-km),Chongqing,2012,0.30286
Local Railways (100 million ton-km),Chongqing,2013,0.45885
Local Railways (100 million ton-km),Chongqing,2014,0.32601
Local Railways (100 million ton-km),Sichuan,1997,1.46
Local Railways (100 million ton-km),Sichuan,1998,1
Local Railways (100 million ton-km),Sichuan,1999,1.2
Local Railways (100 million ton-km),Sichuan,2000,1.2
Local Railways (100 million ton-km),Sichuan,2001,1.2648
Local Railways (100 million ton-km),Sichuan,2002,1.2
Local Railways (100 million ton-km),Sichuan,2003,1.2
Local Railways (100 million ton-km),Sichuan,2004,1.3
Local Railways (100 million ton-km),Sichuan,2005,0.7282
Local Railways (100 million ton-km),Sichuan,2006,1.5628
Local Railways (100 million ton-km),Sichuan,2007,2.10805
Local Railways (100 million ton-km),Sichuan,2008,2.49487
Local Railways (100 million ton-km),Sichuan,2009,2.7067
Local Railways (100 million ton-km),Sichuan,2010,3.59163
Local Railways (100 million ton-km),Sichuan,2011,5.1497
Local Railways (100 million ton-km),Sichuan,2012,4.75715
Local Railways (100 million ton-km),Sichuan,2013,5.59319
Local Railways (100 million ton-km),Sichuan,2014,4.55326
Local Railways (100 million ton-km),Yunnan,1997,0.47
Local Railways (100 million ton-km),Yunnan,1998,0.4
Local Railways (100 million ton-km),Yunnan,1999,0.6
Local Railways (100 million ton-km),Yunnan,2000,0.7
Local Railways (100 million ton-km),Yunnan,2001,0.7445
Local Railways (100 million ton-km),Yunnan,2002,0.7
Local Railways (100 million ton-km),Yunnan,2003,0.7
Local Railways (100 million ton-km),Yunnan,2004,0.9
Local Railways (100 million ton-km),Yunnan,2005,0.9598
Local Railways (100 million ton-km),Yunnan,2006,0.9484
Local Railways (100 million ton-km),Yunnan,2007,1.43243
Local Railways (100 million ton-km),Yunnan,2008,1.54005
Local Railways (100 million ton-km),Yunnan,2009,1.61384
Local Railways (100 million ton-km),Yunnan,2010,1.83888
Local Railways (100 million ton-km),Yunnan,2011,2.14338
Local Railways (100 million ton-km),Yunnan,2012,2.43611
Local Railways (100 million ton-km),Yunnan,2013,3.67045
Local Railways (100 million ton-km),Yunnan,2014,4.45535
Local Railways (100 million ton-km),Ningxia,1997,0.99
Local Railways (100 million ton-km),Ningxia,1998,1.1
Local Railways (100 million ton-km),Ningxia,1999,1.1
Local Railways (100 million ton-km),Ningxia,2000,1.2
Local Railways (100 million ton-km),Ningxia,2001,1.4786
Local Railways (100 million ton-km),Ningxia,2002,1.7
Local Railways (100 million ton-km),Ningxia,2003,2.1
Local Railways (100 million ton-km),Ningxia,2004,2.7
Local Railways (100 million ton-km),Ningxia,2005,3.0227
Local Railways (100 million ton-km),Ningxia,2006,4.5484
Local Railways (100 million ton-km),Ningxia,2007,6.70111
Local Railways (100 million ton-km),Ningxia,2008,7.85542
Local Railways (100 million ton-km),Ningxia,2009,15.09201
Local Railways (100 million ton-km),Ningxia,2010,19.37003
Local Railways (100 million ton-km),Ningxia,2011,21.93008
Local Railways (100 million ton-km),Ningxia,2012,23.857
Local Railways (100 million ton-km),Ningxia,2013,23.91444
Local Railways (100 million ton-km),Ningxia,2014,21.04902
Joint Venture Railways (100 million ton-km),Tianjin,1997,
Joint Venture Railways (100 million ton-km),Tianjin,1998,
Joint Venture Railways (100 million ton-km),Tianjin,1999,
Joint Venture Railways (100 million ton-km),Tianjin,2000,
Joint Venture Railways (100 million ton-km),Tianjin,2001,
Joint Venture Railways (100 million ton-km),Tianjin,2002,1.4
Joint Venture Railways (100 million ton-km),Tianjin,2003,3.6
Joint Venture Railways (100 million ton-km),Tianjin,2004,3.4
Joint Venture Railways (100 million ton-km),Tianjin,2005,4.13021
Joint Venture Railways (100 million ton-km),Tianjin,2006,5.28
Joint Venture Railways (100 million ton-km),Tianjin,2007,7.06465
Joint Venture Railways (100 million ton-km),Tianjin,2008,
Joint Venture Railways (100 million ton-km),Tianjin,2009,14.88682
Joint Venture Railways (100 million ton-km),Tianjin,2010,14.74865
Joint Venture Railways (100 million ton-km),Tianjin,2011,15.34684
Joint Venture Railways (100 million ton-km),Tianjin,2012,18.27714
Joint Venture Railways (100 million ton-km),Tianjin,2013,21.04264
Joint Venture Railways (100 million ton-km),Tianjin,2014,25.86275
Joint Venture Railways (100 million ton-km),Hebei,1997,
Joint Venture Railways (100 million ton-km),Hebei,1998,
Joint Venture Railways (100 million ton-km),Hebei,1999,
Joint Venture Railways (100 million ton-km),Hebei,2000,
Joint Venture Railways (100 million ton-km),Hebei,2001,
Joint Venture Railways (100 million ton-km),Hebei,2002,52.6
Joint Venture Railways (100 million ton-km),Hebei,2003,235.8
Joint Venture Railways (100 million ton-km),Hebei,2004,270.1
Joint Venture Railways (100 million ton-km),Hebei,2005,352.60849
Joint Venture Railways (100 million ton-km),Hebei,2006,440.98647
Joint Venture Railways (100 million ton-km),Hebei,2007,551.19704
Joint Venture Railways (100 million ton-km),Hebei,2008,522.28765
Joint Venture Railways (100 million ton-km),Hebei,2009,525.23925
Joint Venture Railways (100 million ton-km),Hebei,2010,574.80114
Joint Venture Railways (100 million ton-km),Hebei,2011,622.58203
Joint Venture Railways (100 million ton-km),Hebei,2012,686.16916
Joint Venture Railways (100 million ton-km),Hebei,2013,847.25753
Joint Venture Railways (100 million ton-km),Hebei,2014,895.21524
Joint Venture Railways (100 million ton-km),Shanxi,1997,
Joint Venture Railways (100 million ton-km),Shanxi,1998,
Joint Venture Railways (100 million ton-km),Shanxi,1999,
Joint Venture Railways (100 million ton-km),Shanxi,2000,
Joint Venture Railways (100 million ton-km),Shanxi,2001,
Joint Venture Railways (100 million ton-km),Shanxi,2002,19.6
Joint Venture Railways (100 million ton-km),Shanxi,2003,75.9
Joint Venture Railways (100 million ton-km),Shanxi,2004,142.2
Joint Venture Railways (100 million ton-km),Shanxi,2005,183.79925
Joint Venture Railways (100 million ton-km),Shanxi,2006,211.41
Joint Venture Railways (100 million ton-km),Shanxi,2007,236.78264
Joint Venture Railways (100 million ton-km),Shanxi,2008,245.36026
Joint Venture Railways (100 million ton-km),Shanxi,2009,304.16844
Joint Venture Railways (100 million ton-km),Shanxi,2010,524.95323
Joint Venture Railways (100 million ton-km),Shanxi,2011,547.0467
Joint Venture Railways (100 million ton-km),Shanxi,2012,641.0076
Joint Venture Railways (100 million ton-km),Shanxi,2013,768.99775
Joint Venture Railways (100 million ton-km),Shanxi,2014,801.96675
Joint Venture Railways (100 million ton-km),Inner Mongolia,1997,
Joint Venture Railways (100 million ton-km),Inner Mongolia,1998,
Joint Venture Railways (100 million ton-km),Inner Mongolia,1999,62.3
Joint Venture Railways (100 million ton-km),Inner Mongolia,2000,73
Joint Venture Railways (100 million ton-km),Inner Mongolia,2001,74.25
