indicator,region,time,Val
educational_funds_10k_yuan,Shanxi,1999,694615.7
educational_funds_10k_yuan,Shanxi,2000,794624.1
educational_funds_10k_yuan,Shanxi,2001,978974.8
educational_funds_10k_yuan,Shanxi,2002,1176899.9
educational_funds_10k_yuan,Shanxi,2003,1304752
educational_funds_10k_yuan,Shanxi,2004,1548847.8
educational_funds_10k_yuan,Shanxi,2005,1891252.6
educational_funds_10k_yuan,Shanxi,2006,2198470.4
educational_funds_10k_yuan,Shanxi,2007,2649876
educational_funds_10k_yuan,Shanxi,2008,3328404.4
educational_funds_10k_yuan,Shanxi,2009,3809096.2
educational_funds_10k_yuan,Shanxi,2010,4508195.1
educational_funds_10k_yuan,Shanxi,2011,5494902.8
educational_funds_10k_yuan,Shanxi,2013,6918246.8
educational_funds_10k_yuan,Shanxi,2014,7036233
educational_funds_10k_yuan,Inner Mongolia,1997,424137.7
educational_funds_10k_yuan,Inner Mongolia,1998,470780
educational_funds_10k_yuan,Inner Mongolia,1999,533015.7
educational_funds_10k_yuan,Inner Mongolia,2000,580861.6
educational_funds_10k_yuan,Inner Mongolia,2001,719313.3
educational_funds_10k_yuan,Inner Mongolia,2002,854998.4
educational_funds_10k_yuan,Inner Mongolia,2003,935814.5
educational_funds_10k_yuan,Inner Mongolia,2004,1115216.2
educational_funds_10k_yuan,Inner Mongolia,2005,1293432.4
educational_funds_10k_yuan,Inner Mongolia,2006,1480998.9
educational_funds_10k_yuan,Inner Mongolia,2007,2019986.6
educational_funds_10k_yuan,Inner Mongolia,2008,2625527
educational_funds_10k_yuan,Inner Mongolia,2009,3187732.6
educational_funds_10k_yuan,Inner Mongolia,2010,4143731.4
educational_funds_10k_yuan,Inner Mongolia,2011,5040005.4
educational_funds_10k_yuan,Inner Mongolia,2013,6121558.7
educational_funds_10k_yuan,Inner Mongolia,2014,6393778
educational_funds_10k_yuan,Liaoning,1997,984585.7
educational_funds_10k_yuan,Liaoning,1998,1130355
educational_funds_10k_yuan,Liaoning,1999,1252493
educational_funds_10k_yuan,Liaoning,2000,1463314.7
educational_funds_10k_yuan,Liaoning,2001,1703898.7
educational_funds_10k_yuan,Liaoning,2002,1943994.9
educational_funds_10k_yuan,Liaoning,2003,2256444.1
educational_funds_10k_yuan,Liaoning,2004,2700789.4
educational_funds_10k_yuan,Liaoning,2005,3164488.3
educational_funds_10k_yuan,Liaoning,2006,3282282.5
educational_funds_10k_yuan,Liaoning,2007,4122455.2
educational_funds_10k_yuan,Liaoning,2008,4792311.1
educational_funds_10k_yuan,Liaoning,2009,5349184.1
educational_funds_10k_yuan,Liaoning,2010,6242614.6
educational_funds_10k_yuan,Liaoning,2011,7809412.6
educational_funds_10k_yuan,Liaoning,2013,9302062
educational_funds_10k_yuan,Liaoning,2014,8700533
educational_funds_10k_yuan,Jilin,1997,608425.4
educational_funds_10k_yuan,Jilin,1998,740020
educational_funds_10k_yuan,Jilin,1999,837866.3
educational_funds_10k_yuan,Jilin,2000,902941.6
educational_funds_10k_yuan,Jilin,2001,1051755.8
educational_funds_10k_yuan,Jilin,2002,1226407.4
educational_funds_10k_yuan,Jilin,2003,1329890.6
educational_funds_10k_yuan,Jilin,2004,1454419.1
educational_funds_10k_yuan,Jilin,2005,1742325.2
educational_funds_10k_yuan,Jilin,2006,1724212.5
educational_funds_10k_yuan,Jilin,2007,2133094.7
educational_funds_10k_yuan,Jilin,2008,2714194.5
educational_funds_10k_yuan,Jilin,2009,3006987.5
educational_funds_10k_yuan,Jilin,2010,3445611.4
educational_funds_10k_yuan,Jilin,2011,4293876.9
educational_funds_10k_yuan,Jilin,2013,5480347.1
educational_funds_10k_yuan,Jilin,2014,5353180
educational_funds_10k_yuan,Heilongjiang,1997,763899.7
educational_funds_10k_yuan,Heilongjiang,1998,868994
educational_funds_10k_yuan,Heilongjiang,1999,1044767.3
educational_funds_10k_yuan,Heilongjiang,2000,1175133
educational_funds_10k_yuan,Heilongjiang,2001,1426565.1
educational_funds_10k_yuan,Heilongjiang,2002,1587805.4
educational_funds_10k_yuan,Heilongjiang,2003,1882420.1
educational_funds_10k_yuan,Heilongjiang,2004,2118830.8
educational_funds_10k_yuan,Heilongjiang,2005,2342133.4
educational_funds_10k_yuan,Heilongjiang,2006,2230540.2
educational_funds_10k_yuan,Heilongjiang,2007,2736589.7
educational_funds_10k_yuan,Heilongjiang,2008,3386550.7
educational_funds_10k_yuan,Heilongjiang,2009,3486162.9
educational_funds_10k_yuan,Heilongjiang,2010,4048565.2
educational_funds_10k_yuan,Heilongjiang,2011,4838173.2
educational_funds_10k_yuan,Heilongjiang,2013,6006257.5
educational_funds_10k_yuan,Heilongjiang,2014,6278812
educational_funds_10k_yuan,Shanghai,1997,1215717.1
educational_funds_10k_yuan,Shanghai,1998,1503465
educational_funds_10k_yuan,Shanghai,1999,1744475.7
educational_funds_10k_yuan,Shanghai,2000,2008864.6
educational_funds_10k_yuan,Shanghai,2001,2320452.2
educational_funds_10k_yuan,Shanghai,2002,2739674.4
educational_funds_10k_yuan,Shanghai,2003,3070202.2
educational_funds_10k_yuan,Shanghai,2004,3832690.6
educational_funds_10k_yuan,Shanghai,2005,4229481.5
educational_funds_10k_yuan,Shanghai,2006,3707275.4
educational_funds_10k_yuan,Shanghai,2007,4318319.9
educational_funds_10k_yuan,Shanghai,2008,4823025.8
educational_funds_10k_yuan,Shanghai,2009,4937339.4
educational_funds_10k_yuan,Shanghai,2010,5582736.4
educational_funds_10k_yuan,Shanghai,2011,7106254.9
educational_funds_10k_yuan,Shanghai,2013,9069715.2
educational_funds_10k_yuan,Shanghai,2014,9892212
educational_funds_10k_yuan,Jiangsu,1997,1899361.1
educational_funds_10k_yuan,Jiangsu,1998,2299291
educational_funds_10k_yuan,Jiangsu,1999,2617051.4
educational_funds_10k_yuan,Jiangsu,2000,2905677.2
educational_funds_10k_yuan,Jiangsu,2001,3370588.2
educational_funds_10k_yuan,Jiangsu,2002,4044278
educational_funds_10k_yuan,Jiangsu,2003,4653849.6
educational_funds_10k_yuan,Jiangsu,2004,5570009.3
educational_funds_10k_yuan,Jiangsu,2005,6653202.1
educational_funds_10k_yuan,Jiangsu,2006,6845887.5
educational_funds_10k_yuan,Jiangsu,2007,8513327.4
educational_funds_10k_yuan,Jiangsu,2008,9964272.2
educational_funds_10k_yuan,Jiangsu,2009,11054889.8
educational_funds_10k_yuan,Jiangsu,2010,13146233
educational_funds_10k_yuan,Jiangsu,2011,15882131.9
educational_funds_10k_yuan,Jiangsu,2013,19862834.7
educational_funds_10k_yuan,Jiangsu,2014,20800931
educational_funds_10k_yuan,Zhejiang,1997,1271861.5
educational_funds_10k_yuan,Zhejiang,1998,1527927
educational_funds_10k_yuan,Zhejiang,1999,1828190.9
educational_funds_10k_yuan,Zhejiang,2000,2200449.9
educational_funds_10k_yuan,Zhejiang,2001,2829570.4
educational_funds_10k_yuan,Zhejiang,2002,3396099.4
educational_funds_10k_yuan,Zhejiang,2003,4115764.3
educational_funds_10k_yuan,Zhejiang,2004,5001700
educational_funds_10k_yuan,Zhejiang,2005,5684275
educational_funds_10k_yuan,Zhejiang,2006,6315050.7
educational_funds_10k_yuan,Zhejiang,2007,7058575.1
educational_funds_10k_yuan,Zhejiang,2008,7972833.8
educational_funds_10k_yuan,Zhejiang,2009,8911506.9
educational_funds_10k_yuan,Zhejiang,2010,10625687.5
educational_funds_10k_yuan,Zhejiang,2011,12069077.7
educational_funds_10k_yuan,Zhejiang,2013,14490439
educational_funds_10k_yuan,Zhejiang,2014,16079755
educational_funds_10k_yuan,Anhui,1997,806135.2
educational_funds_10k_yuan,Anhui,1998,917458
educational_funds_10k_yuan,Anhui,1999,1034183.8
educational_funds_10k_yuan,Anhui,2000,1129954
educational_funds_10k_yuan,Anhui,2001,1342105.4
educational_funds_10k_yuan,Anhui,2002,1640472.5
educational_funds_10k_yuan,Anhui,2003,1834929.8
educational_funds_10k_yuan,Anhui,2004,2216290.6
educational_funds_10k_yuan,Anhui,2005,2524901
educational_funds_10k_yuan,Anhui,2006,2775700
educational_funds_10k_yuan,Anhui,2007,3451325.5
educational_funds_10k_yuan,Anhui,2008,4383731.6
educational_funds_10k_yuan,Anhui,2009,4873315.8
educational_funds_10k_yuan,Anhui,2010,5990867.5
educational_funds_10k_yuan,Anhui,2011,8172010.2
educational_funds_10k_yuan,Anhui,2013,10413042.6
educational_funds_10k_yuan,Anhui,2014,10457811
educational_funds_10k_yuan,Fujian,1997,846456.6
educational_funds_10k_yuan,Fujian,1998,905532
educational_funds_10k_yuan,Fujian,1999,1042181.7
educational_funds_10k_yuan,Fujian,2000,1225753.9
educational_funds_10k_yuan,Fujian,2001,1451135.5
educational_funds_10k_yuan,Fujian,2002,1779257
educational_funds_10k_yuan,Fujian,2003,1965773.3
educational_funds_10k_yuan,Fujian,2004,2224559.2
educational_funds_10k_yuan,Fujian,2005,2505241.2
educational_funds_10k_yuan,Fujian,2006,2771265.5
educational_funds_10k_yuan,Fujian,2007,3322232.5
educational_funds_10k_yuan,Fujian,2008,3898540.9
educational_funds_10k_yuan,Fujian,2009,4479126.3
educational_funds_10k_yuan,Fujian,2010,5341118.1
educational_funds_10k_yuan,Fujian,2011,6344838.8
educational_funds_10k_yuan,Fujian,2013,8228011.5
educational_funds_10k_yuan,Fujian,2014,8928771
educational_funds_10k_yuan,Jiangxi,1997,474538.4
educational_funds_10k_yuan,Jiangxi,1998,563688
educational_funds_10k_yuan,Jiangxi,1999,658618.3
educational_funds_10k_yuan,Jiangxi,2000,752776.6
educational_funds_10k_yuan,Jiangxi,2001,987384.8
educational_funds_10k_yuan,Jiangxi,2002,1169816
educational_funds_10k_yuan,Jiangxi,2003,1349864.8
educational_funds_10k_yuan,Jiangxi,2004,1566029.1
educational_funds_10k_yuan,Jiangxi,2005,1889654.3
educational_funds_10k_yuan,Jiangxi,2006,2213618.4
educational_funds_10k_yuan,Jiangxi,2007,2850048.4
educational_funds_10k_yuan,Jiangxi,2008,3333171.2
educational_funds_10k_yuan,Jiangxi,2009,3776515.8
educational_funds_10k_yuan,Jiangxi,2010,4494596.7
educational_funds_10k_yuan,Jiangxi,2011,6307865.9
educational_funds_10k_yuan,Jiangxi,2013,8284995.9
educational_funds_10k_yuan,Jiangxi,2014,8930127
educational_funds_10k_yuan,Shandong,1997,1633679
educational_funds_10k_yuan,Shandong,1998,1831113
educational_funds_10k_yuan,Shandong,1999,2087357
educational_funds_10k_yuan,Shandong,2000,2462775.5
educational_funds_10k_yuan,Shandong,2001,2880702.1
educational_funds_10k_yuan,Shandong,2002,3338764.4
educational_funds_10k_yuan,Shandong,2003,3740855.1
educational_funds_10k_yuan,Shandong,2004,4267089
educational_funds_10k_yuan,Shandong,2005,4988242.5
educational_funds_10k_yuan,Shandong,2006,5471049.1
educational_funds_10k_yuan,Shandong,2007,6802413.7
educational_funds_10k_yuan,Shandong,2008,7749147.5
educational_funds_10k_yuan,Shandong,2009,8397428.9
educational_funds_10k_yuan,Shandong,2010,10395900
educational_funds_10k_yuan,Shandong,2011,13727938.5
educational_funds_10k_yuan,Shandong,2013,17796161.2
educational_funds_10k_yuan,Shandong,2014,18847752
educational_funds_10k_yuan,Henan,1997,1328712.2
educational_funds_10k_yuan,Henan,1998,1439524
educational_funds_10k_yuan,Henan,1999,1531727.2
educational_funds_10k_yuan,Henan,2000,1709181.4
educational_funds_10k_yuan,Henan,2001,1959174.3
educational_funds_10k_yuan,Henan,2002,2288398.7
educational_funds_10k_yuan,Henan,2003,2544931.9
educational_funds_10k_yuan,Henan,2004,2999488.5
educational_funds_10k_yuan,Henan,2005,3579528.4
educational_funds_10k_yuan,Henan,2006,4179474.8
educational_funds_10k_yuan,Henan,2007,5493997.3
educational_funds_10k_yuan,Henan,2008,6561522.8
educational_funds_10k_yuan,Henan,2009,7633496.3
educational_funds_10k_yuan,Henan,2010,9111163.8
educational_funds_10k_yuan,Henan,2011,11821418.4
educational_funds_10k_yuan,Henan,2013,15577126.5
educational_funds_10k_yuan,Henan,2014,16385611
educational_funds_10k_yuan,Hubei,1997,1114861.5
educational_funds_10k_yuan,Hubei,1998,1425359
educational_funds_10k_yuan,Hubei,1999,1538420.6
educational_funds_10k_yuan,Hubei,2000,1706416.4
educational_funds_10k_yuan,Hubei,2001,1990721
educational_funds_10k_yuan,Hubei,2002,2301981.4
educational_funds_10k_yuan,Hubei,2003,2527725
educational_funds_10k_yuan,Hubei,2004,2985501.9
educational_funds_10k_yuan,Hubei,2005,3392273.4
educational_funds_10k_yuan,Hubei,2006,2904962.2
educational_funds_10k_yuan,Hubei,2007,3689007.9
educational_funds_10k_yuan,Hubei,2008,4519592.5
educational_funds_10k_yuan,Hubei,2009,5194495.2
educational_funds_10k_yuan,Hubei,2010,5869163.8
educational_funds_10k_yuan,Hubei,2011,6844037.5
educational_funds_10k_yuan,Hubei,2013,8972278.3
educational_funds_10k_yuan,Hubei,2014,9874547
educational_funds_10k_yuan,Hunan,1997,1102095.2
educational_funds_10k_yuan,Hunan,1998,1222619
educational_funds_10k_yuan,Hunan,1999,1397292.1
educational_funds_10k_yuan,Hunan,2000,1523036.8
educational_funds_10k_yuan,Hunan,2001,1771611.8
educational_funds_10k_yuan,Hunan,2002,2104947.7
educational_funds_10k_yuan,Hunan,2003,2354582.9
educational_funds_10k_yuan,Hunan,2004,2724014
educational_funds_10k_yuan,Hunan,2005,3234353.2
educational_funds_10k_yuan,Hunan,2006,3338525.3
educational_funds_10k_yuan,Hunan,2007,4196364.8
educational_funds_10k_yuan,Hunan,2008,5066050.1
educational_funds_10k_yuan,Hunan,2009,5660684.2
educational_funds_10k_yuan,Hunan,2010,6497607.5
educational_funds_10k_yuan,Hunan,2011,7987606.8
educational_funds_10k_yuan,Hunan,2013,10784551.4
educational_funds_10k_yuan,Hunan,2014,11285463
educational_funds_10k_yuan,Guangdong,1997,2484290.3
educational_funds_10k_yuan,Guangdong,1998,2950371
educational_funds_10k_yuan,Guangdong,1999,3144558.4
educational_funds_10k_yuan,Guangdong,2000,3609720.5
educational_funds_10k_yuan,Guangdong,2001,4213486.9
educational_funds_10k_yuan,Guangdong,2002,5203412.4
educational_funds_10k_yuan,Guangdong,2003,6222727.2
educational_funds_10k_yuan,Guangdong,2004,7087101
educational_funds_10k_yuan,Guangdong,2005,8066357.2
educational_funds_10k_yuan,Guangdong,2006,8654359.1
educational_funds_10k_yuan,Guangdong,2007,10734751.3
educational_funds_10k_yuan,Guangdong,2008,11661553.6
educational_funds_10k_yuan,Guangdong,2009,12843085.2
educational_funds_10k_yuan,Guangdong,2010,15327347.7
educational_funds_10k_yuan,Guangdong,2011,18846364.8
educational_funds_10k_yuan,Guangdong,2013,24775503.1
educational_funds_10k_yuan,Guangdong,2014,27356552
educational_funds_10k_yuan,Guangxi,1997,686112
educational_funds_10k_yuan,Guangxi,1998,762311
educational_funds_10k_yuan,Guangxi,1999,840142.7
educational_funds_10k_yuan,Guangxi,2000,934717.9
educational_funds_10k_yuan,Guangxi,2001,1123494.1
educational_funds_10k_yuan,Guangxi,2002,1346031.4
educational_funds_10k_yuan,Guangxi,2003,1437796
educational_funds_10k_yuan,Guangxi,2004,1605769.3
educational_funds_10k_yuan,Guangxi,2005,1832797.8
educational_funds_10k_yuan,Guangxi,2006,2134365.2
educational_funds_10k_yuan,Guangxi,2007,2758915.2
educational_funds_10k_yuan,Guangxi,2008,3476223.2
educational_funds_10k_yuan,Guangxi,2009,3873253.1
educational_funds_10k_yuan,Guangxi,2010,4941415.8
educational_funds_10k_yuan,Guangxi,2011,5938482.4
educational_funds_10k_yuan,Guangxi,2013,7794191.4
educational_funds_10k_yuan,Guangxi,2014,8586224
educational_funds_10k_yuan,Hainan,1997,163907.6
educational_funds_10k_yuan,Hainan,1998,185810
educational_funds_10k_yuan,Hainan,1999,212244.1
educational_funds_10k_yuan,Hainan,2000,223093.3
educational_funds_10k_yuan,Hainan,2001,256623.1
educational_funds_10k_yuan,Hainan,2002,297249.9
educational_funds_10k_yuan,Hainan,2003,329190.1
educational_funds_10k_yuan,Hainan,2004,389305.1
educational_funds_10k_yuan,Hainan,2005,468454.9
educational_funds_10k_yuan,Hainan,2006,558645.4
educational_funds_10k_yuan,Hainan,2007,757980.6
educational_funds_10k_yuan,Hainan,2008,928981.1
educational_funds_10k_yuan,Hainan,2009,1175474.1
educational_funds_10k_yuan,Hainan,2010,1422673.1
educational_funds_10k_yuan,Hainan,2011,1732236.5
educational_funds_10k_yuan,Hainan,2013,2222867.7
educational_funds_10k_yuan,Hainan,2014,2413904
educational_funds_10k_yuan,Chongqing,1997,440488.2
educational_funds_10k_yuan,Chongqing,1998,532976
educational_funds_10k_yuan,Chongqing,1999,601278.1
educational_funds_10k_yuan,Chongqing,2000,698720.6
educational_funds_10k_yuan,Chongqing,2001,867751.6
educational_funds_10k_yuan,Chongqing,2002,1066535
educational_funds_10k_yuan,Chongqing,2003,1207817.6
educational_funds_10k_yuan,Chongqing,2004,1434395.3
educational_funds_10k_yuan,Chongqing,2005,1731032.6
educational_funds_10k_yuan,Chongqing,2006,1681572.2
educational_funds_10k_yuan,Chongqing,2007,2309733.5
educational_funds_10k_yuan,Chongqing,2008,2662580.3
educational_funds_10k_yuan,Chongqing,2009,3309977.1
educational_funds_10k_yuan,Chongqing,2010,4068437.2
educational_funds_10k_yuan,Chongqing,2011,5039549.8
educational_funds_10k_yuan,Chongqing,2013,6565621.8
educational_funds_10k_yuan,Chongqing,2014,6979973
educational_funds_10k_yuan,Sichuan,1997,1049727.2
educational_funds_10k_yuan,Sichuan,1998,1216670
educational_funds_10k_yuan,Sichuan,1999,1375095.2
educational_funds_10k_yuan,Sichuan,2000,1619987.5
educational_funds_10k_yuan,Sichuan,2001,2028689.8
educational_funds_10k_yuan,Sichuan,2002,2437436.8
educational_funds_10k_yuan,Sichuan,2003,2662491.1
educational_funds_10k_yuan,Sichuan,2004,3091286.6
educational_funds_10k_yuan,Sichuan,2005,3632253.8
educational_funds_10k_yuan,Sichuan,2006,3654193.8
educational_funds_10k_yuan,Sichuan,2007,5009786.9
educational_funds_10k_yuan,Sichuan,2008,6578338.4
educational_funds_10k_yuan,Sichuan,2009,8088478.8
educational_funds_10k_yuan,Sichuan,2010,8951780.7
educational_funds_10k_yuan,Sichuan,2011,10244130.2
educational_funds_10k_yuan,Sichuan,2013,13805525
educational_funds_10k_yuan,Sichuan,2014,14508458
educational_funds_10k_yuan,Guizhou,1997,297151
educational_funds_10k_yuan,Guizhou,1998,361301
educational_funds_10k_yuan,Guizhou,1999,433565.9
educational_funds_10k_yuan,Guizhou,2000,528486.6
educational_funds_10k_yuan,Guizhou,2001,672764.1
educational_funds_10k_yuan,Guizhou,2002,867637.9
educational_funds_10k_yuan,Guizhou,2003,954017.5
educational_funds_10k_yuan,Guizhou,2004,1142161.9
educational_funds_10k_yuan,Guizhou,2005,1394866.8
educational_funds_10k_yuan,Guizhou,2006,1549737.3
educational_funds_10k_yuan,Guizhou,2007,2070113.3
educational_funds_10k_yuan,Guizhou,2008,2709138.1
educational_funds_10k_yuan,Guizhou,2009,3094112.6
educational_funds_10k_yuan,Guizhou,2010,3669549.8
educational_funds_10k_yuan,Guizhou,2011,4510531
educational_funds_10k_yuan,Guizhou,2013,6799794.5
educational_funds_10k_yuan,Guizhou,2014,7700061
educational_funds_10k_yuan,Yunnan,1997,753720.6
educational_funds_10k_yuan,Yunnan,1998,817986
educational_funds_10k_yuan,Yunnan,1999,900880.6
educational_funds_10k_yuan,Yunnan,2000,976174.5
educational_funds_10k_yuan,Yunnan,2001,1157531.5
educational_funds_10k_yuan,Yunnan,2002,1295046.1
educational_funds_10k_yuan,Yunnan,2003,1448459.5
educational_funds_10k_yuan,Yunnan,2004,1750840.6
educational_funds_10k_yuan,Yunnan,2005,1985087.7
educational_funds_10k_yuan,Yunnan,2006,2311082.7
educational_funds_10k_yuan,Yunnan,2007,2757505.3
educational_funds_10k_yuan,Yunnan,2008,3422932.3
educational_funds_10k_yuan,Yunnan,2009,4408080.7
educational_funds_10k_yuan,Yunnan,2010,5336316.5
educational_funds_10k_yuan,Yunnan,2011,6582934.5
educational_funds_10k_yuan,Yunnan,2013,9006911.7
educational_funds_10k_yuan,Yunnan,2014,9199396
educational_funds_10k_yuan,Tibet,1997,44793.6
educational_funds_10k_yuan,Tibet,1998,61339
educational_funds_10k_yuan,Tibet,1999,76981
educational_funds_10k_yuan,Tibet,2000,81549.8
educational_funds_10k_yuan,Tibet,2001,103044.9
educational_funds_10k_yuan,Tibet,2002,141177.9
educational_funds_10k_yuan,Tibet,2003,187466.8
educational_funds_10k_yuan,Tibet,2004,234499.5
educational_funds_10k_yuan,Tibet,2005,301722.1
educational_funds_10k_yuan,Tibet,2006,276921.3
educational_funds_10k_yuan,Tibet,2007,420561.9
educational_funds_10k_yuan,Tibet,2008,494122.3
educational_funds_10k_yuan,Tibet,2009,597447.7
educational_funds_10k_yuan,Tibet,2010,662292.6
educational_funds_10k_yuan,Tibet,2011,826101.6
educational_funds_10k_yuan,Tibet,2013,1206743.6
educational_funds_10k_yuan,Tibet,2014,1529504
educational_funds_10k_yuan,Shaanxi,1997,605601
educational_funds_10k_yuan,Shaanxi,1998,732270
educational_funds_10k_yuan,Shaanxi,1999,852509
educational_funds_10k_yuan,Shaanxi,2000,1014584.4
educational_funds_10k_yuan,Shaanxi,2001,1354170.5
educational_funds_10k_yuan,Shaanxi,2002,1597678.6
educational_funds_10k_yuan,Shaanxi,2003,1859410.8
educational_funds_10k_yuan,Shaanxi,2004,2047443
educational_funds_10k_yuan,Shaanxi,2005,2331533.3
educational_funds_10k_yuan,Shaanxi,2006,2288722.7
educational_funds_10k_yuan,Shaanxi,2007,2855269.7
educational_funds_10k_yuan,Shaanxi,2008,3806168.3
educational_funds_10k_yuan,Shaanxi,2009,4637456.8
educational_funds_10k_yuan,Shaanxi,2010,5143635.1
educational_funds_10k_yuan,Shaanxi,2011,6838342.4
educational_funds_10k_yuan,Shaanxi,2013,8926920.3
educational_funds_10k_yuan,Shaanxi,2014,9101672
educational_funds_10k_yuan,Gansu,1997,349637.6
educational_funds_10k_yuan,Gansu,1998,390986
educational_funds_10k_yuan,Gansu,1999,476792.9
educational_funds_10k_yuan,Gansu,2000,535287.2
educational_funds_10k_yuan,Gansu,2001,686750.1
educational_funds_10k_yuan,Gansu,2002,836405
educational_funds_10k_yuan,Gansu,2003,914335.8
educational_funds_10k_yuan,Gansu,2004,1031445.1
educational_funds_10k_yuan,Gansu,2005,1195073.8
educational_funds_10k_yuan,Gansu,2006,1321480.1
educational_funds_10k_yuan,Gansu,2007,1672564.6
educational_funds_10k_yuan,Gansu,2008,2310200
educational_funds_10k_yuan,Gansu,2009,2761109.7
educational_funds_10k_yuan,Gansu,2010,3106736.1
educational_funds_10k_yuan,Gansu,2011,3608173.5
educational_funds_10k_yuan,Gansu,2013,4811034.3
educational_funds_10k_yuan,Gansu,2014,5181631
educational_funds_10k_yuan,Qinghai,1997,80356.1
educational_funds_10k_yuan,Qinghai,1998,95775
educational_funds_10k_yuan,Qinghai,1999,106626.5
educational_funds_10k_yuan,Qinghai,2000,128177.5
educational_funds_10k_yuan,Qinghai,2001,164561.8
educational_funds_10k_yuan,Qinghai,2002,190401
educational_funds_10k_yuan,Qinghai,2003,199568.3
educational_funds_10k_yuan,Qinghai,2004,225275.2
educational_funds_10k_yuan,Qinghai,2005,287258.9
educational_funds_10k_yuan,Qinghai,2006,373987.9
educational_funds_10k_yuan,Qinghai,2007,458237.6
educational_funds_10k_yuan,Qinghai,2008,608033.6
educational_funds_10k_yuan,Qinghai,2009,785820
educational_funds_10k_yuan,Qinghai,2010,1062206
educational_funds_10k_yuan,Qinghai,2011,1552462.4
educational_funds_10k_yuan,Qinghai,2013,1569407.5
educational_funds_10k_yuan,Qinghai,2014,1976886
educational_funds_10k_yuan,Ningxia,1997,92069.4
educational_funds_10k_yuan,Ningxia,1998,108719
educational_funds_10k_yuan,Ningxia,1999,128222.1
educational_funds_10k_yuan,Ningxia,2000,148649.4
educational_funds_10k_yuan,Ningxia,2001,195102
educational_funds_10k_yuan,Ningxia,2002,229622.8
educational_funds_10k_yuan,Ningxia,2003,244761.7
educational_funds_10k_yuan,Ningxia,2004,296236.7
educational_funds_10k_yuan,Ningxia,2005,363459.4
educational_funds_10k_yuan,Ningxia,2006,398717.5
educational_funds_10k_yuan,Ningxia,2007,636974.3
educational_funds_10k_yuan,Ningxia,2008,702611.5
educational_funds_10k_yuan,Ningxia,2009,813070.5
educational_funds_10k_yuan,Ningxia,2010,994670.8
educational_funds_10k_yuan,Ningxia,2011,1313861.5
educational_funds_10k_yuan,Ningxia,2013,1578934.7
educational_funds_10k_yuan,Ningxia,2014,1697964
educational_funds_10k_yuan,Xinjiang,1997,463257.1
educational_funds_10k_yuan,Xinjiang,1998,540545
educational_funds_10k_yuan,Xinjiang,1999,606396.7
educational_funds_10k_yuan,Xinjiang,2000,702243.4
educational_funds_10k_yuan,Xinjiang,2001,937913.6
educational_funds_10k_yuan,Xinjiang,2002,1082359.3
educational_funds_10k_yuan,Xinjiang,2003,1179432.5
educational_funds_10k_yuan,Xinjiang,2004,1331540.1
educational_funds_10k_yuan,Xinjiang,2005,1527225.3
educational_funds_10k_yuan,Xinjiang,2006,1532702.9
educational_funds_10k_yuan,Xinjiang,2007,1916673.3
educational_funds_10k_yuan,Xinjiang,2008,2501660.6
educational_funds_10k_yuan,Xinjiang,2009,2959263.7
educational_funds_10k_yuan,Xinjiang,2010,3655997.7
educational_funds_10k_yuan,Xinjiang,2011,4605866.5
educational_funds_10k_yuan,Xinjiang,2013,5989855.7
educational_funds_10k_yuan,Xinjiang,2014,6349792
educational_funds_10k_yuan,Beijing,2012,6134448
educational_funds_10k_yuan,Tianjin,2012,2920970
educational_funds_10k_yuan,Hebei,2012,7192734
educational_funds_10k_yuan,Shanxi,2012,4508195
educational_funds_10k_yuan,Inner Mongolia,2012,4143731
educational_funds_10k_yuan,Liaoning,2012,6242615
educational_funds_10k_yuan,Jilin,2012,3445611
educational_funds_10k_yuan,Heilongjiang,2012,4048565
educational_funds_10k_yuan,Shanghai,2012,5582736
educational_funds_10k_yuan,Jiangsu,2012,13146233
educational_funds_10k_yuan,Zhejiang,2012,10625688
educational_funds_10k_yuan,Anhui,2012,5990868
educational_funds_10k_yuan,Fujian,2012,5341118
educational_funds_10k_yuan,Jiangxi,2012,4494597
educational_funds_10k_yuan,Shandong,2012,10395900
educational_funds_10k_yuan,Henan,2012,9111164
educational_funds_10k_yuan,Hubei,2012,5869164
educational_funds_10k_yuan,Hunan,2012,6497608
educational_funds_10k_yuan,Guangdong,2012,15327348
educational_funds_10k_yuan,Guangxi,2012,4941416
educational_funds_10k_yuan,Hainan,2012,1422673
educational_funds_10k_yuan,Chongqing,2012,4068437
educational_funds_10k_yuan,Sichuan,2012,8951781
educational_funds_10k_yuan,Guizhou,2012,3669550
educational_funds_10k_yuan,Yunnan,2012,5336317
educational_funds_10k_yuan,Tibet,2012,662293
educational_funds_10k_yuan,Shaanxi,2012,5143635
educational_funds_10k_yuan,Gansu,2012,3106736
educational_funds_10k_yuan,Qinghai,2012,1062206
educational_funds_10k_yuan,Ningxia,2012,994671
educational_funds_10k_yuan,Xinjiang,2012,3655998
